Email;Framecount;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;SessionID;Timestamp
anonymous;1;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:58.4860
anonymous;2;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.0176
anonymous;3;-1.5895;0.5800;1.3709;273.5117;111.3753;339.5832;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.0415
anonymous;7;-1.5894;0.5799;1.3709;273.5116;111.3135;339.6409;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.0714
anonymous;9;-1.5890;0.5799;1.3707;273.5269;111.3215;339.6391;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.0934
anonymous;11;-1.5890;0.5799;1.3705;273.5250;111.3821;339.5728;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.1153
anonymous;13;-1.5895;0.5796;1.3705;273.5081;111.4776;339.4826;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.1392
anonymous;15;-1.5896;0.5796;1.3709;273.5009;111.3390;339.6204;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.1901
anonymous;18;-1.5897;0.5798;1.3712;273.4965;111.2414;339.7117;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.2160
anonymous;20;-1.5895;0.5800;1.3711;273.5058;111.3297;339.6233;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.2390
anonymous;22;-1.5892;0.5801;1.3709;273.5185;111.2314;339.7290;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.3846
anonymous;25;-1.5894;0.5800;1.3709;273.5107;111.3553;339.6050;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.4065
anonymous;27;-1.5892;0.5799;1.3708;273.5179;111.3266;339.6345;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.4285
anonymous;29;-1.5894;0.5799;1.3712;273.5068;111.2135;339.7495;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.4504
anonymous;31;-1.5897;0.5798;1.3712;273.4947;111.2537;339.7057;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.4734
anonymous;33;-1.5894;0.5801;1.3712;273.5096;111.1981;339.7658;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.4953
anonymous;35;-1.5893;0.5800;1.3710;273.5158;111.1873;339.7836;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.5182
anonymous;37;-1.5893;0.5801;1.3709;273.5092;111.2424;339.7177;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.5412
anonymous;39;-1.5894;0.5800;1.3709;273.5125;111.2306;339.7360;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.5631
anonymous;41;-1.5895;0.5800;1.3708;273.5096;111.3404;339.6238;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.5851
anonymous;43;-1.5895;0.5797;1.3712;273.5064;111.0542;339.9110;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.6070
anonymous;45;-1.5893;0.5798;1.3712;273.5131;111.1340;339.8307;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.6299
anonymous;47;-1.5894;0.5799;1.3713;273.5107;111.1088;339.8585;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.6519
anonymous;49;-1.5894;0.5801;1.3711;273.5060;111.3151;339.6549;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.6738
anonymous;51;-1.5893;0.5799;1.3710;273.5145;111.2563;339.7081;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.6968
anonymous;53;-1.5893;0.5798;1.3708;273.5146;111.3602;339.5976;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.7187
anonymous;55;-1.5893;0.5798;1.3708;273.5156;111.3947;339.5655;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.7416
anonymous;57;-1.5893;0.5800;1.3709;273.5117;111.3590;339.5986;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.7636
anonymous;59;-1.5894;0.5799;1.3707;273.5158;111.4400;339.5178;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.7855
anonymous;61;-1.5894;0.5797;1.3710;273.5117;111.3120;339.6467;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.8085
anonymous;63;-1.5896;0.5798;1.3710;273.5114;111.4365;339.5244;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.8304
anonymous;65;-1.5896;0.5799;1.3710;273.5122;111.3299;339.6304;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.8533
anonymous;67;-1.5895;0.5799;1.3710;273.5189;111.2992;339.6581;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.8753
anonymous;69;-1.5895;0.5800;1.3709;273.5180;111.3330;339.6257;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.8992
anonymous;71;-1.5894;0.5800;1.3709;273.5208;111.3022;339.6635;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.9222
anonymous;73;-1.5892;0.5798;1.3707;273.5276;111.3219;339.6393;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:12:59.9541
anonymous;74;-1.5894;0.5796;1.3706;273.5172;111.3298;339.6289;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.0528
anonymous;78;-1.5898;0.5798;1.3710;273.5112;111.2362;339.7261;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.0777
anonymous;80;-1.5898;0.5798;1.3711;273.5104;111.2738;339.6841;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.0997
anonymous;82;-1.5895;0.5798;1.3712;273.5258;111.1142;339.8449;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.1216
anonymous;84;-1.5894;0.5800;1.3710;273.5300;111.1957;339.7687;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.1446
anonymous;86;-1.5893;0.5800;1.3706;273.5315;111.4436;339.5171;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.1665
anonymous;88;-1.5893;0.5800;1.3705;273.5334;111.4520;339.5092;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.1884
anonymous;90;-1.5893;0.5799;1.3708;273.5294;111.2614;339.7021;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.2114
anonymous;92;-1.5892;0.5799;1.3708;273.5331;111.2337;339.7303;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.2333
anonymous;94;-1.5892;0.5799;1.3706;273.5344;111.3575;339.6074;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.2563
anonymous;96;-1.5892;0.5801;1.3708;273.5277;111.2968;339.6703;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.2782
anonymous;98;-1.5893;0.5800;1.3710;273.5249;111.3472;339.6184;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.3001
anonymous;100;-1.5892;0.5799;1.3709;273.5216;111.2719;339.6906;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.3231
anonymous;102;-1.5892;0.5797;1.3707;273.5226;111.3728;339.5917;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.3450
anonymous;104;-1.5892;0.5796;1.3707;273.5210;111.4203;339.5499;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.3680
anonymous;106;-1.5893;0.5799;1.3710;273.5157;111.2140;339.7521;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.3899
anonymous;108;-1.5894;0.5799;1.3711;273.5134;111.3070;339.6552;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.4118
anonymous;110;-1.5893;0.5801;1.3709;273.5179;111.3333;339.6289;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.4348
anonymous;112;-1.5892;0.5799;1.3707;273.5257;111.3449;339.6174;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.4567
anonymous;114;-1.5893;0.5801;1.3707;273.5178;111.3845;339.5755;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.4797
anonymous;116;-1.5893;0.5802;1.3706;273.5162;111.4086;339.5563;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.5016
anonymous;118;-1.5892;0.5802;1.3707;273.5254;111.2250;339.7371;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.5245
anonymous;120;-1.5894;0.5798;1.3709;273.5171;111.2105;339.7495;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.5475
anonymous;122;-1.5895;0.5798;1.3710;273.5147;111.1721;339.7903;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.5704
anonymous;124;-1.5897;0.5797;1.3709;273.5091;111.2635;339.6981;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.5934
anonymous;126;-1.5899;0.5796;1.3709;273.5098;111.2347;339.7303;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.6163
anonymous;128;-1.5896;0.5796;1.3709;273.5235;111.1710;339.7956;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.6392
anonymous;130;-1.5896;0.5797;1.3708;273.5267;111.2221;339.7392;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.6622
anonymous;132;-1.5895;0.5796;1.3708;273.5310;111.1338;339.8290;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.6851
anonymous;134;-1.5894;0.5797;1.3706;273.5389;111.2611;339.7035;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.7081
anonymous;136;-1.5894;0.5798;1.3705;273.5374;111.2246;339.7375;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.7300
anonymous;138;-1.5894;0.5801;1.3707;273.5399;111.1149;339.8452;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.7519
anonymous;140;-1.5894;0.5801;1.3707;273.5352;111.0941;339.8615;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.7749
anonymous;142;-1.5894;0.5801;1.3709;273.5320;111.0966;339.8632;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.7968
anonymous;144;-1.5892;0.5799;1.3706;273.5418;111.1727;339.7858;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.8198
anonymous;146;-1.5890;0.5799;1.3706;273.5488;111.1357;339.8239;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.8427
anonymous;148;-1.5892;0.5798;1.3708;273.5327;111.1811;339.7730;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.8636
anonymous;150;-1.5893;0.5798;1.3707;273.5253;111.2539;339.7055;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.8866
anonymous;152;-1.5891;0.5799;1.3706;273.5366;111.3041;339.6538;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.9085
anonymous;154;-1.5893;0.5798;1.3706;273.5314;111.3623;339.5942;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.9315
anonymous;156;-1.5896;0.5800;1.3708;273.5137;111.4286;339.5249;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.9534
anonymous;158;-1.5896;0.5800;1.3709;273.5196;111.3905;339.5622;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.9753
anonymous;160;-1.5895;0.5799;1.3708;273.5226;111.4298;339.5271;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:00.9983
anonymous;162;-1.5895;0.5798;1.3706;273.5249;111.3122;339.6426;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.0202
anonymous;164;-1.5894;0.5798;1.3706;273.5302;111.3788;339.5787;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.0422
anonymous;166;-1.5894;0.5798;1.3705;273.5316;111.4488;339.5083;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.0651
anonymous;168;-1.5894;0.5798;1.3704;273.5305;111.3448;339.6065;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.0870
anonymous;170;-1.5894;0.5798;1.3704;273.5410;111.3312;339.6163;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.1100
anonymous;172;-1.5897;0.5799;1.3710;273.5273;111.2122;339.7383;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.1319
anonymous;174;-1.5895;0.5797;1.3710;273.5344;111.1752;339.7713;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.1549
anonymous;176;-1.5895;0.5799;1.3711;273.5268;111.0177;339.9279;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.1768
anonymous;178;-1.5896;0.5800;1.3709;273.5368;111.2704;339.6750;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.1987
anonymous;180;-1.5895;0.5799;1.3707;273.5373;111.3132;339.6327;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.2217
anonymous;182;-1.5896;0.5798;1.3707;273.5368;111.3733;339.5754;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.2446
anonymous;184;-1.5894;0.5798;1.3708;273.5414;111.2826;339.6672;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.2666
anonymous;186;-1.5893;0.5797;1.3709;273.5429;111.1550;339.7882;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.2885
anonymous;188;-1.5891;0.5797;1.3709;273.5477;111.1471;339.8041;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.3104
anonymous;190;-1.5890;0.5798;1.3706;273.5480;111.3070;339.6417;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.3334
anonymous;192;-1.5890;0.5800;1.3706;273.5477;111.3054;339.6410;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.3553
anonymous;194;-1.5893;0.5801;1.3708;273.5303;111.2513;339.7000;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.3783
anonymous;196;-1.5894;0.5802;1.3707;273.5254;111.3411;339.6115;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.4002
anonymous;198;-1.5893;0.5803;1.3709;273.5292;111.1405;339.8102;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.4221
anonymous;200;-1.5894;0.5802;1.3711;273.5274;111.1093;339.8438;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.4451
anonymous;202;-1.5893;0.5803;1.3711;273.5352;111.1902;339.7617;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.4670
anonymous;204;-1.5894;0.5800;1.3706;273.5295;111.3170;339.6369;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.4890
anonymous;206;-1.5895;0.5799;1.3708;273.5288;111.2845;339.6701;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.5119
anonymous;208;-1.5894;0.5800;1.3707;273.5377;111.2925;339.6615;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.5338
anonymous;210;-1.5893;0.5801;1.3708;273.5400;111.2238;339.7265;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.5568
anonymous;212;-1.5894;0.5800;1.3709;273.5361;111.2308;339.7198;d342117f-a912-4c21-bbfa-3a546cecefcf;2023-11-23 14:13:01.5797
