Email;Framecount;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;SessionID;Timestamp
anonymous;1;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:14.5039
anonymous;2;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:14.9547
anonymous;3;-1.5984;0.5012;1.3485;271.6598;108.5179;338.8026;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:14.9826
anonymous;7;-1.5985;0.5010;1.3484;271.6646;108.3901;338.9385;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.0125
anonymous;9;-1.5982;0.5011;1.3484;271.6733;108.4933;338.8376;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.0355
anonymous;11;-1.5982;0.5010;1.3483;271.6639;108.6057;338.7280;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.0564
anonymous;13;-1.5985;0.5013;1.3484;271.6624;108.5397;338.7892;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.0804
anonymous;15;-1.5985;0.5013;1.3484;271.6595;108.4025;338.9247;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.1013
anonymous;17;-1.5984;0.5011;1.3482;271.6633;108.6183;338.7146;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.1242
anonymous;19;-1.5987;0.5012;1.3485;271.6502;108.3619;338.9659;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.1462
anonymous;21;-1.5984;0.5013;1.3487;271.6721;108.4636;338.8681;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.1681
anonymous;23;-1.5984;0.5014;1.3487;271.6688;108.6351;338.6932;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.3107
anonymous;24;-1.5984;0.5008;1.3486;271.6789;109.1054;338.2290;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.3297
anonymous;28;-1.5988;0.5011;1.3485;271.6620;109.3264;338.0107;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.3586
anonymous;30;-1.5985;0.5008;1.3485;271.6770;109.2834;338.0472;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.3806
anonymous;32;-1.5982;0.5012;1.3482;271.6803;109.1759;338.1612;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.4035
anonymous;34;-1.5983;0.5013;1.3482;271.6807;109.4404;337.8945;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.4254
anonymous;36;-1.5984;0.5013;1.3484;271.6747;109.3061;338.0258;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.4474
anonymous;38;-1.5987;0.5012;1.3485;271.6709;109.3058;338.0260;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.4703
anonymous;40;-1.5986;0.5010;1.3482;271.6681;109.3576;337.9758;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.4923
anonymous;42;-1.5987;0.5010;1.3485;271.6642;109.0496;338.2841;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.5152
anonymous;44;-1.5987;0.5008;1.3488;271.6632;108.6985;338.6339;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.5371
anonymous;46;-1.5989;0.5009;1.3489;271.6594;108.7351;338.5952;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.5591
anonymous;48;-1.5986;0.5010;1.3486;271.6735;109.1773;338.1466;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.5820
anonymous;50;-1.5985;0.5010;1.3487;271.6775;108.8798;338.4403;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.6040
anonymous;52;-1.5984;0.5010;1.3487;271.6846;108.8144;338.5193;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.6269
anonymous;54;-1.5982;0.5011;1.3484;271.6835;109.0756;338.2528;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.6488
anonymous;56;-1.5984;0.5010;1.3484;271.6808;109.2565;338.0746;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.6708
anonymous;58;-1.5984;0.5011;1.3485;271.6772;109.2513;338.0789;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.6937
anonymous;60;-1.5985;0.5010;1.3484;271.6784;108.9258;338.4009;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.7157
anonymous;62;-1.5982;0.5011;1.3483;271.6885;109.0129;338.3204;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.7376
anonymous;64;-1.5983;0.5011;1.3486;271.6764;108.8751;338.4635;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.7605
anonymous;66;-1.5982;0.5010;1.3485;271.6796;108.8918;338.4471;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.7825
anonymous;68;-1.5983;0.5009;1.3485;271.6728;108.7337;338.6112;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.8054
anonymous;70;-1.5985;0.5010;1.3487;271.6592;108.8344;338.5082;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.8284
anonymous;72;-1.5984;0.5009;1.3488;271.6667;108.7741;338.5635;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.8513
anonymous;74;-1.5984;0.5011;1.3486;271.6637;108.8656;338.4670;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.8742
anonymous;76;-1.5981;0.5010;1.3481;271.6763;109.2511;338.0884;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.8972
anonymous;78;-1.5982;0.5012;1.3482;271.6705;109.0614;338.2795;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.9211
anonymous;80;-1.5980;0.5011;1.3485;271.6730;108.8263;338.5114;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.9441
anonymous;82;-1.5983;0.5011;1.3488;271.6634;109.0013;338.3362;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.9660
anonymous;84;-1.5983;0.5011;1.3488;271.6611;109.1524;338.1821;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:15.9889
anonymous;86;-1.5981;0.5011;1.3487;271.6639;109.1642;338.1660;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.0109
anonymous;88;-1.5980;0.5012;1.3487;271.6689;108.9665;338.3692;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.0338
anonymous;90;-1.5981;0.5010;1.3484;271.6691;109.1271;338.2039;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.0558
anonymous;92;-1.5982;0.5010;1.3481;271.6663;109.4808;337.8553;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.0777
anonymous;94;-1.5983;0.5009;1.3480;271.6586;109.4140;337.9203;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.1006
anonymous;96;-1.5984;0.5009;1.3481;271.6589;109.3361;337.9982;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.1226
anonymous;98;-1.5983;0.5010;1.3483;271.6626;108.9825;338.3528;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.1455
anonymous;100;-1.5982;0.5010;1.3484;271.6670;108.9325;338.4029;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.1675
anonymous;102;-1.5980;0.5010;1.3483;271.6733;108.8307;338.5045;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.1894
anonymous;104;-1.5980;0.5011;1.3481;271.6747;109.1099;338.2257;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.2123
anonymous;106;-1.5983;0.5010;1.3481;271.6670;109.0746;338.2649;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.2343
anonymous;108;-1.5982;0.5011;1.3482;271.6688;108.9608;338.3794;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.2572
anonymous;110;-1.5984;0.5011;1.3486;271.6573;108.6349;338.7054;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.2792
anonymous;112;-1.5986;0.5011;1.3487;271.6521;108.6062;338.7303;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.3011
anonymous;114;-1.5987;0.5010;1.3486;271.6478;109.0491;338.2906;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.3240
anonymous;116;-1.5986;0.5006;1.3487;271.6570;108.8486;338.4839;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.3460
anonymous;118;-1.5983;0.5007;1.3486;271.6631;108.8133;338.5214;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.3689
anonymous;120;-1.5985;0.5008;1.3485;271.6591;109.0712;338.2677;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.3909
anonymous;122;-1.5985;0.5011;1.3486;271.6593;109.0595;338.2776;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.4128
anonymous;124;-1.5985;0.5014;1.3484;271.6611;109.0970;338.2421;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.4357
anonymous;126;-1.5986;0.5014;1.3484;271.6634;109.3868;337.9490;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.4577
anonymous;128;-1.5987;0.5010;1.3485;271.6530;109.1898;338.1426;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.4806
anonymous;130;-1.5987;0.5009;1.3487;271.6536;108.8914;338.4391;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.5026
anonymous;132;-1.5985;0.5008;1.3487;271.6611;108.7607;338.5775;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.5245
anonymous;134;-1.5983;0.5009;1.3488;271.6622;108.4584;338.8701;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.5474
anonymous;136;-1.5984;0.5011;1.3484;271.6582;109.0316;338.2971;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.5694
anonymous;138;-1.5986;0.5012;1.3484;271.6566;109.0864;338.2452;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.5923
anonymous;140;-1.5986;0.5010;1.3488;271.6441;108.6648;338.6628;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.6143
anonymous;142;-1.5984;0.5012;1.3488;271.6566;108.9464;338.3817;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.6362
anonymous;144;-1.5983;0.5012;1.3488;271.6649;108.8140;338.5139;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.6591
anonymous;146;-1.5984;0.5011;1.3487;271.6585;109.0939;338.2388;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.6811
anonymous;148;-1.5986;0.5011;1.3488;271.6561;109.4353;337.8989;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.7040
anonymous;150;-1.5984;0.5012;1.3487;271.6632;108.8851;338.4480;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.7260
anonymous;152;-1.5981;0.5009;1.3485;271.6696;109.0636;338.2716;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.7479
anonymous;154;-1.5982;0.5010;1.3484;271.6684;109.2559;338.0764;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.7708
anonymous;156;-1.5981;0.5009;1.3482;271.6653;109.0005;338.3321;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.7928
anonymous;158;-1.5982;0.5009;1.3486;271.6550;108.9591;338.3703;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.8157
anonymous;160;-1.5984;0.5010;1.3483;271.6454;109.0949;338.2383;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.8377
anonymous;162;-1.5986;0.5011;1.3482;271.6408;109.0623;338.2635;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.8596
anonymous;164;-1.5985;0.5008;1.3482;271.6461;109.4162;337.9109;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.8825
anonymous;166;-1.5984;0.5008;1.3480;271.6530;109.2830;338.0471;0b265d7f-9f44-4505-b583-1c46031ba89a;2023-11-23 09:58:16.9045
