Email;Framecount;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;SessionID;Timestamp
anonymous;1;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;4215f93f-32a2-41c5-b364-c4ad3f9d819d;2023-11-23 09:17:51.7411
anonymous;2;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;4215f93f-32a2-41c5-b364-c4ad3f9d819d;2023-11-23 09:17:52.2128
anonymous;3;-1.6217;0.6200;1.4071;273.1232;117.0585;332.4424;4215f93f-32a2-41c5-b364-c4ad3f9d819d;2023-11-23 09:17:52.2388
anonymous;6;-1.6216;0.6200;1.4072;273.1326;117.0406;332.4594;4215f93f-32a2-41c5-b364-c4ad3f9d819d;2023-11-23 09:17:52.2597
anonymous;8;-1.6216;0.6199;1.4072;273.1367;117.0892;332.4058;4215f93f-32a2-41c5-b364-c4ad3f9d819d;2023-11-23 09:17:52.2816
anonymous;10;-1.6215;0.6200;1.4071;273.1369;117.0745;332.4218;4215f93f-32a2-41c5-b364-c4ad3f9d819d;2023-11-23 09:17:52.3036
anonymous;12;-1.6216;0.6199;1.4071;273.1341;117.1333;332.3628;4215f93f-32a2-41c5-b364-c4ad3f9d819d;2023-11-23 09:17:52.3255
anonymous;14;-1.6214;0.6198;1.4071;273.1359;116.9840;332.5116;4215f93f-32a2-41c5-b364-c4ad3f9d819d;2023-11-23 09:17:52.3485
anonymous;16;-1.6214;0.6199;1.4068;273.1357;117.1737;332.3239;4215f93f-32a2-41c5-b364-c4ad3f9d819d;2023-11-23 09:17:52.3704
anonymous;18;-1.6214;0.6201;1.4068;273.1374;117.1016;332.3981;4215f93f-32a2-41c5-b364-c4ad3f9d819d;2023-11-23 09:17:52.3933
anonymous;19;-1.6213;0.6201;1.4069;273.1310;116.9834;332.5093;4215f93f-32a2-41c5-b364-c4ad3f9d819d;2023-11-23 09:17:52.4183
anonymous;23;-1.6214;0.6202;1.4070;273.1311;117.0355;332.4576;4215f93f-32a2-41c5-b364-c4ad3f9d819d;2023-11-23 09:17:52.5689
