timestamp tx ty tz qx qy qz qw
0.0 0.20008920848330658 -0.8849964380691471 -0.1734368834624915 0.5342522392307932 -0.49311095407724076 -0.49638624639585494 0.47435938510263514
0.02200000000000024 0.19977413913607556 -0.8859105275619283 -0.17332889574151408 0.5340603154520018 -0.49335811571630817 -0.49664099030635794 0.4740517649621002
0.04490000000000016 0.19977006841839756 -0.8865268250081622 -0.17340501768190814 0.5334621842715784 -0.49344001944049726 -0.4967924872590361 0.47448105311986766
0.06680000000000064 0.19962893743855464 -0.8870699485290137 -0.17339408213296567 0.5323442949792924 -0.4934467173302622 -0.49689898533921834 0.47561674395235926
0.08980000000000032 0.19974873419878225 -0.8878257847099833 -0.1735517093689166 0.5309195315312477 -0.49349309001538494 -0.4970878440183387 0.4769619444724152
0.1117000000000008 0.19993108499933965 -0.88863410062803 -0.17351839499795235 0.5295938787518536 -0.493437377744627 -0.49716505297588603 0.4784106896094166
0.13470000000000049 0.2000752023409944 -0.8893372938656368 -0.17346565046834583 0.5285529858986776 -0.49342427100748726 -0.4972672783080165 0.47946791738599115
0.15660000000000096 0.20029467547656182 -0.8899301407764745 -0.17348088344977286 0.5277449918797485 -0.49340875588261185 -0.497333480906688 0.48030452000106577
0.17850000000000144 0.20054213324273812 -0.8907674009188535 -0.1733077973659794 0.5270582099963599 -0.49337692178161624 -0.49738952050884155 0.48103276522157457
0.20150000000000112 0.20076890232187383 -0.8914231563777122 -0.17338977549077117 0.5265827849198323 -0.49329993039673864 -0.49739423901419283 0.48162715900594577
0.22339999999999982 0.20106952943859696 -0.8923766839763488 -0.17318820619820166 0.5264970119305684 -0.4931948131897659 -0.49733613406408916 0.4818885165939119
0.24540000000000006 0.20113723574682651 -0.8929767446370382 -0.17333032994310452 0.526745343083689 -0.4930883858932249 -0.4972465624558996 0.48181847553062135
0.2683 0.201327548743511 -0.8935218336578861 -0.1734694583554787 0.5273061000937513 -0.493061604564061 -0.49720549220158416 0.48127458839337517
0.29020000000000046 0.2016400773075092 -0.8944575435220131 -0.17350862486213403 0.5280845164330306 -0.4930705698195905 -0.497175551255674 0.480442117132848
0.31320000000000014 0.20202019887177197 -0.8950196025793842 -0.17357976923301943 0.5288893460061681 -0.4930478722030967 -0.49712036399942977 0.47963652810669144
0.3351000000000006 0.2024695690464839 -0.8953458319682777 -0.17360796626993158 0.529372689860557 -0.49296127758130304 -0.49700256220213007 0.4793142885411677
0.3581000000000003 0.2027878714499064 -0.89522506191855 -0.17321215596019598 0.5304843305370229 -0.49289657790321223 -0.4968859717977157 0.4782715437663305
0.3800000000000008 0.20299431673281543 -0.8952563193232648 -0.17318562714921668 0.531553173309664 -0.49291649964395146 -0.49682142707778665 0.4771299801097938
0.40190000000000126 0.20345454945441138 -0.895173082256207 -0.17286845447691823 0.532066990319644 -0.49297247051258974 -0.4968126711817318 0.47650816454934114
