DeviceID;Email;Framecount;SamplingFrequency;SessionID;Timestamp
9907639e555690c1d63cc7a6b6f4d6d5f82dc4c9;anonymous;2689;0.0200;ab7f6474-02ef-4d18-b0be-617db5e5c5d6;2023-11-10 16:14:15.4805
