DeviceID;Email;Framecount;SamplingFrequency;SessionID;Timestamp
9907639e555690c1d63cc7a6b6f4d6d5f82dc4c9;anonymous;27687;0.0200;684aa0f1-6898-46f9-b9bd-1a72de915ff1;2023-11-10 16:12:03.9028
