Email;Framecount;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;SessionID;Timestamp
anonymous;1;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;9cc0c8d5-6389-423d-9e0c-a73dffbd9fb1;2023-11-23 14:03:20.3528
anonymous;2;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;9cc0c8d5-6389-423d-9e0c-a73dffbd9fb1;2023-11-23 14:03:20.9033
anonymous;3;-1.5921;0.5806;1.3789;273.3339;99.9685;348.5998;9cc0c8d5-6389-423d-9e0c-a73dffbd9fb1;2023-11-23 14:03:20.9372
anonymous;5;-1.5918;0.5806;1.3789;273.3551;99.8723;348.6934;9cc0c8d5-6389-423d-9e0c-a73dffbd9fb1;2023-11-23 14:03:20.9582
anonymous;8;-1.5920;0.5804;1.3788;273.3378;99.9303;348.6309;9cc0c8d5-6389-423d-9e0c-a73dffbd9fb1;2023-11-23 14:03:20.9871
anonymous;10;-1.5920;0.5805;1.3788;273.3376;99.9526;348.6154;9cc0c8d5-6389-423d-9e0c-a73dffbd9fb1;2023-11-23 14:03:21.0091
anonymous;12;-1.5921;0.5805;1.3788;273.3277;99.8641;348.7010;9cc0c8d5-6389-423d-9e0c-a73dffbd9fb1;2023-11-23 14:03:21.0320
anonymous;14;-1.5924;0.5803;1.3789;273.3172;99.8109;348.7510;9cc0c8d5-6389-423d-9e0c-a73dffbd9fb1;2023-11-23 14:03:21.0569
anonymous;17;-1.5924;0.5804;1.3790;273.3178;99.8024;348.7605;9cc0c8d5-6389-423d-9e0c-a73dffbd9fb1;2023-11-23 14:03:21.0878
anonymous;19;-1.5922;0.5806;1.3789;273.3289;99.8443;348.7150;9cc0c8d5-6389-423d-9e0c-a73dffbd9fb1;2023-11-23 14:03:21.1098
anonymous;21;-1.5921;0.5807;1.3791;273.3341;99.7838;348.7730;9cc0c8d5-6389-423d-9e0c-a73dffbd9fb1;2023-11-23 14:03:21.2614
anonymous;22;-1.5918;0.5804;1.3788;273.3343;99.8162;348.7406;9cc0c8d5-6389-423d-9e0c-a73dffbd9fb1;2023-11-23 14:03:21.2654
