Email;Framecount;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;SessionID;Timestamp
anonymous;1;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;09e8bc9e-f293-4bf8-974f-01bd85faed2b;2023-11-23 13:22:30.9351
anonymous;2;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;09e8bc9e-f293-4bf8-974f-01bd85faed2b;2023-11-23 13:22:31.4816
anonymous;3;-1.5952;0.5808;1.3930;272.8911;81.9528;7.5542;09e8bc9e-f293-4bf8-974f-01bd85faed2b;2023-11-23 13:22:31.5085
anonymous;5;-1.5949;0.5806;1.3927;272.9074;82.2017;7.3096;09e8bc9e-f293-4bf8-974f-01bd85faed2b;2023-11-23 13:22:31.5295
anonymous;8;-1.5947;0.5807;1.3929;272.9112;82.1387;7.3744;09e8bc9e-f293-4bf8-974f-01bd85faed2b;2023-11-23 13:22:31.5584
anonymous;10;-1.5946;0.5809;1.3928;272.9132;82.2290;7.2824;09e8bc9e-f293-4bf8-974f-01bd85faed2b;2023-11-23 13:22:31.5813
anonymous;12;-1.5949;0.5807;1.3930;272.9067;82.1116;7.4016;09e8bc9e-f293-4bf8-974f-01bd85faed2b;2023-11-23 13:22:31.6043
anonymous;14;-1.5949;0.5807;1.3931;272.9019;81.9684;7.5392;09e8bc9e-f293-4bf8-974f-01bd85faed2b;2023-11-23 13:22:31.6282
anonymous;17;-1.5945;0.5808;1.3929;272.9089;82.0864;7.4231;09e8bc9e-f293-4bf8-974f-01bd85faed2b;2023-11-23 13:22:31.6591
anonymous;19;-1.5946;0.5808;1.3928;272.9035;82.2275;7.2803;09e8bc9e-f293-4bf8-974f-01bd85faed2b;2023-11-23 13:22:31.6811
anonymous;21;-1.5951;0.5807;1.3927;272.8819;82.0858;7.4203;09e8bc9e-f293-4bf8-974f-01bd85faed2b;2023-11-23 13:22:31.7040
anonymous;23;-1.5949;0.5808;1.3927;272.8906;82.3157;7.1868;09e8bc9e-f293-4bf8-974f-01bd85faed2b;2023-11-23 13:22:31.8486
anonymous;26;-1.5950;0.5806;1.3930;272.8888;82.1472;7.3519;09e8bc9e-f293-4bf8-974f-01bd85faed2b;2023-11-23 13:22:31.8726
anonymous;28;-1.5951;0.5805;1.3928;272.8817;82.1733;7.3270;09e8bc9e-f293-4bf8-974f-01bd85faed2b;2023-11-23 13:22:31.8945
anonymous;30;-1.5952;0.5808;1.3930;272.8850;82.1325;7.3652;09e8bc9e-f293-4bf8-974f-01bd85faed2b;2023-11-23 13:22:31.9164
anonymous;32;-1.5947;0.5809;1.3930;272.8984;82.1160;7.3871;09e8bc9e-f293-4bf8-974f-01bd85faed2b;2023-11-23 13:22:31.9384
anonymous;34;-1.5948;0.5808;1.3929;272.8910;82.2181;7.2830;09e8bc9e-f293-4bf8-974f-01bd85faed2b;2023-11-23 13:22:31.9613
anonymous;36;-1.5945;0.5807;1.3928;272.9046;82.3273;7.1725;09e8bc9e-f293-4bf8-974f-01bd85faed2b;2023-11-23 13:22:31.9833
anonymous;38;-1.5946;0.5808;1.3927;272.9000;82.3283;7.1697;09e8bc9e-f293-4bf8-974f-01bd85faed2b;2023-11-23 13:22:32.0062
anonymous;40;-1.5948;0.5805;1.3927;272.8857;82.3516;7.1453;09e8bc9e-f293-4bf8-974f-01bd85faed2b;2023-11-23 13:22:32.0281
anonymous;42;-1.5947;0.5805;1.3928;272.8931;82.2609;7.2349;09e8bc9e-f293-4bf8-974f-01bd85faed2b;2023-11-23 13:22:32.0501
anonymous;44;-1.5947;0.5804;1.3930;272.8984;82.0311;7.4682;09e8bc9e-f293-4bf8-974f-01bd85faed2b;2023-11-23 13:22:32.0730
