Email;Framecount;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;SessionID;Timestamp
anonymous;1;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:11.1231
anonymous;2;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:11.6691
anonymous;3;-1.5529;0.5782;1.3572;273.4739;111.9490;338.0418;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:11.7216
anonymous;7;-1.5531;0.5778;1.3577;273.4684;111.7941;338.1934;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:11.7476
anonymous;9;-1.5531;0.5777;1.3578;273.4578;111.7645;338.2151;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:11.7695
anonymous;11;-1.5533;0.5779;1.3578;273.4552;111.8381;338.1470;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:11.7920
anonymous;13;-1.5534;0.5780;1.3579;273.4430;111.7371;338.2407;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:11.8176
anonymous;16;-1.5539;0.5781;1.3581;273.4228;111.8035;338.1770;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:11.8470
anonymous;18;-1.5538;0.5782;1.3583;273.4127;111.5543;338.4339;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:11.8700
anonymous;20;-1.5539;0.5782;1.3582;273.3973;111.6043;338.3801;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:11.8925
anonymous;22;-1.5540;0.5781;1.3587;273.3966;111.2488;338.7340;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.0254
anonymous;25;-1.5542;0.5782;1.3587;273.3907;111.2290;338.7542;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.0489
anonymous;27;-1.5544;0.5781;1.3588;273.3854;111.0767;338.8997;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.0714
anonymous;29;-1.5541;0.5781;1.3587;273.3912;110.9397;339.0376;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.0930
anonymous;31;-1.5540;0.5783;1.3589;273.3960;110.7393;339.2391;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.1160
anonymous;33;-1.5538;0.5784;1.3587;273.3913;110.7746;339.2045;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.1385
anonymous;35;-1.5541;0.5782;1.3583;273.3804;111.1811;338.7941;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.1600
anonymous;37;-1.5537;0.5782;1.3581;273.4040;111.2012;338.7720;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.1830
anonymous;39;-1.5538;0.5779;1.3580;273.4019;111.5158;338.4554;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.2050
anonymous;41;-1.5536;0.5777;1.3575;273.4155;111.9930;337.9686;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.2275
anonymous;43;-1.5534;0.5776;1.3571;273.4434;112.2486;337.7097;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.2495
anonymous;45;-1.5533;0.5776;1.3565;273.4731;112.7977;337.1526;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.2715
anonymous;47;-1.5528;0.5777;1.3559;273.5093;113.0242;336.9290;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.2945
anonymous;49;-1.5527;0.5777;1.3554;273.5298;113.4003;336.5449;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.3169
anonymous;51;-1.5525;0.5778;1.3550;273.5494;113.5547;336.3914;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.3399
anonymous;53;-1.5525;0.5778;1.3553;273.5507;113.4164;336.5363;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.3609
anonymous;55;-1.5527;0.5780;1.3553;273.5523;113.5168;336.4372;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.3834
anonymous;57;-1.5526;0.5780;1.3555;273.5581;113.3058;336.6436;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.4064
anonymous;59;-1.5527;0.5779;1.3556;273.5548;113.3094;336.6421;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.4289
anonymous;61;-1.5528;0.5780;1.3557;273.5507;113.2737;336.6837;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.4509
anonymous;63;-1.5528;0.5780;1.3559;273.5455;113.2109;336.7528;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.4729
anonymous;65;-1.5528;0.5778;1.3559;273.5393;113.2765;336.6925;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.4958
anonymous;67;-1.5531;0.5778;1.3557;273.5377;113.2998;336.6698;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.5194
anonymous;69;-1.5530;0.5780;1.3556;273.5463;113.2832;336.6867;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.5424
anonymous;71;-1.5528;0.5781;1.3557;273.5484;113.2860;336.6920;5e2bb24e-5ebd-486d-8136-7a386b40b7a6;2023-11-23 15:41:12.5649
