Email;Framecount;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;SessionID;Timestamp
anonymous;1;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;912db647-c6fe-4dc1-8e02-8fc5f607087b;2023-11-23 10:20:39.3591
anonymous;2;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;912db647-c6fe-4dc1-8e02-8fc5f607087b;2023-11-23 10:20:39.8258
anonymous;3;-1.5966;0.5789;1.3935;272.8774;104.9742;342.0828;912db647-c6fe-4dc1-8e02-8fc5f607087b;2023-11-23 10:20:39.8537
anonymous;6;-1.5967;0.5789;1.3937;272.8770;104.7678;342.2860;912db647-c6fe-4dc1-8e02-8fc5f607087b;2023-11-23 10:20:39.8787
anonymous;8;-1.5967;0.5790;1.3940;272.8691;104.6573;342.3890;912db647-c6fe-4dc1-8e02-8fc5f607087b;2023-11-23 10:20:39.9016
anonymous;10;-1.5969;0.5789;1.3941;272.8573;104.5597;342.4859;912db647-c6fe-4dc1-8e02-8fc5f607087b;2023-11-23 10:20:39.9236
anonymous;12;-1.5969;0.5788;1.3941;272.8581;104.5438;342.5015;912db647-c6fe-4dc1-8e02-8fc5f607087b;2023-11-23 10:20:39.9465
anonymous;14;-1.5970;0.5788;1.3940;272.8473;104.4832;342.5609;912db647-c6fe-4dc1-8e02-8fc5f607087b;2023-11-23 10:20:39.9684
anonymous;16;-1.5969;0.5788;1.3940;272.8588;104.5698;342.4754;912db647-c6fe-4dc1-8e02-8fc5f607087b;2023-11-23 10:20:39.9904
anonymous;18;-1.5970;0.5788;1.3939;272.8587;104.6943;342.3573;912db647-c6fe-4dc1-8e02-8fc5f607087b;2023-11-23 10:20:40.0133
anonymous;19;-1.5969;0.5789;1.3939;272.8649;104.7174;342.3367;912db647-c6fe-4dc1-8e02-8fc5f607087b;2023-11-23 10:20:40.0382
anonymous;23;-1.5967;0.5788;1.3936;272.9012;105.0111;342.0479;912db647-c6fe-4dc1-8e02-8fc5f607087b;2023-11-23 10:20:40.1779
anonymous;26;-1.5966;0.5788;1.3938;272.9023;105.0123;342.0453;912db647-c6fe-4dc1-8e02-8fc5f607087b;2023-11-23 10:20:40.2028
