Email;Framecount;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;SessionID;Timestamp
anonymous;1;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:37.9831
anonymous;2;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:38.4519
anonymous;3;-1.5986;0.5779;1.4024;273.1387;103.5374;345.1588;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:38.4808
anonymous;6;-1.5988;0.5779;1.4029;273.1356;103.3388;345.3517;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:38.5057
anonymous;8;-1.5990;0.5780;1.4028;273.1319;103.4467;345.2429;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:38.5277
anonymous;10;-1.5990;0.5779;1.4026;273.1276;103.5501;345.1441;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:38.5496
anonymous;12;-1.5989;0.5780;1.4027;273.1430;103.5242;345.1734;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:38.5736
anonymous;14;-1.5988;0.5781;1.4026;273.1496;103.4825;345.2166;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:38.5945
anonymous;16;-1.5987;0.5781;1.4024;273.1459;103.5886;345.1061;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:38.6174
anonymous;18;-1.5986;0.5780;1.4023;273.1548;103.6022;345.0970;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:38.6394
anonymous;19;-1.5987;0.5779;1.4024;273.1488;103.6196;345.0777;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:38.6623
anonymous;22;-1.5986;0.5780;1.4024;273.1543;103.5953;345.1086;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:38.7930
anonymous;23;-1.5982;0.5777;1.4023;273.1626;103.5461;345.1537;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:38.7960
anonymous;26;-1.5984;0.5778;1.4023;273.1593;103.5853;345.1123;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:38.8179
anonymous;28;-1.5986;0.5779;1.4023;273.1476;103.5615;345.1366;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:38.8408
anonymous;30;-1.5987;0.5781;1.4025;273.1466;103.4822;345.2214;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:38.8628
anonymous;32;-1.5986;0.5782;1.4026;273.1491;103.4576;345.2477;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:38.8857
anonymous;34;-1.5984;0.5781;1.4025;273.1557;103.3281;345.3712;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:38.9077
anonymous;36;-1.5985;0.5781;1.4026;273.1550;103.3612;345.3360;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:38.9296
anonymous;38;-1.5987;0.5780;1.4028;273.1467;103.3845;345.3188;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:38.9525
anonymous;40;-1.5989;0.5780;1.4026;273.1397;103.5718;345.1303;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:38.9745
anonymous;42;-1.5991;0.5778;1.4027;273.1369;103.5366;345.1642;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:38.9964
anonymous;44;-1.5989;0.5781;1.4028;273.1478;103.4348;345.2707;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:39.0194
anonymous;46;-1.5990;0.5782;1.4029;273.1447;103.4459;345.2585;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:39.0413
anonymous;48;-1.5988;0.5779;1.4028;273.1519;103.4675;345.2349;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:39.0642
anonymous;50;-1.5986;0.5780;1.4027;273.1674;103.5014;345.2003;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:39.0862
anonymous;52;-1.5989;0.5780;1.4025;273.1450;103.6408;345.0634;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:39.1081
anonymous;54;-1.5989;0.5778;1.4023;273.1553;103.6000;345.1046;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:39.1311
anonymous;56;-1.5986;0.5780;1.4021;273.1684;103.6794;345.0232;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:39.1530
anonymous;58;-1.5984;0.5780;1.4023;273.1742;103.5223;345.1856;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:39.1759
anonymous;60;-1.5987;0.5780;1.4024;273.1646;103.5626;345.1422;df08785d-6a2f-4898-9c95-ee2a4a6c9256;2023-11-23 10:05:39.1979
